prev,cur,dr,dc,mag,err,inlier_frac,dr_stage,dc_stage,mag_stage,cause_guess
34,35,0.0,0.0,0.0,8584.438886729871,0.9978813559322034,0.0,0.0,0.0,camera?
35,36,0.0,1.2000000476837158,1.2000000476837158,6690.411870729634,0.9987201365187713,-6.0,4.0,7.211102550927978,tissue?
36,37,0.0,0.0,0.0,8533.219732316753,0.9970464135021097,0.0,0.0,0.0,camera?
37,38,0.0,-1.2000000476837158,1.2000000476837158,6808.527814439771,0.9991478483170004,-4.0,6.0,7.211102550927978,tissue?
38,39,0.0,0.0,0.0,8475.688939549398,0.9982993197278912,0.0,0.0,0.0,camera?
39,40,0.0,0.0,0.0,6932.673582392294,0.999140154772141,-4.0,4.0,5.656854249492381,camera?
40,41,0.0,0.0,0.0,8434.113527810732,0.9974391805377721,0.0,0.0,0.0,camera?
41,42,0.4000000059604645,0.4000000059604645,0.5656854333786078,5931.202491906679,0.9602248162559447,100.0,-40.0,107.70329614269008,tissue?
42,43,0.0,0.0,0.0,8637.739461224794,0.9979184013322231,0.0,0.0,0.0,camera?
43,44,0.0,0.800000011920929,0.800000011920929,7178.054820074864,0.9991603694374476,-4.0,2.0,4.47213595499958,camera?
44,45,0.0,0.0,0.0,8532.254977437091,0.994985374007522,0.0,0.0,0.0,camera?
45,46,-0.800000011920929,-1.2000000476837158,1.4422205564733872,7170.241488262442,0.9995760915642221,-4.0,2.0,4.47213595499958,camera?
46,47,0.0,0.0,0.0,8573.759910331057,0.9970809007506255,0.0,0.0,0.0,camera?
47,48,-0.800000011920929,0.4000000059604645,0.8944272043279197,7105.950956768559,0.9987352445193929,-8.0,4.0,8.94427190999916,tissue?
48,49,0.0,0.0,0.0,8510.732929660053,0.9970662196144174,0.0,0.0,0.0,camera?
49,50,0.4000000059604645,0.4000000059604645,0.5656854333786078,6889.617043058344,1.0,-4.0,4.0,5.656854249492381,camera?
50,51,0.0,0.0,0.0,8491.19491002297,0.9970760233918129,0.0,0.0,0.0,camera?
51,52,0.0,1.2000000476837158,1.2000000476837158,7099.172557418224,0.9987261146496815,-6.0,2.0,6.324555320336759,camera?
52,53,0.0,0.0,0.0,8492.94854570543,0.9949281487743026,0.0,0.0,0.0,camera?
53,54,-0.4000000059604645,0.0,0.4000000059604645,7215.198334072321,1.0,-6.0,4.0,7.211102550927978,tissue?
54,55,0.0,0.0,0.0,8519.678808499766,0.997893850042123,0.0,0.0,0.0,camera?
55,56,0.4000000059604645,1.2000000476837158,1.2649111111889608,7345.556956419302,0.9974424552429667,-8.0,2.0,8.246211251235321,tissue?
56,57,0.0,0.0,0.0,8452.931739934967,0.9962025316455696,0.0,0.0,0.0,camera?
57,62,-0.800000011920929,-0.800000011920929,1.1313708667572155,4810.663467755773,0.9914493373236426,-14.0,12.0,18.439088914585774,tissue?
62,63,0.0,0.0,0.0,8301.161786159815,0.9965782720273738,0.0,0.0,0.0,camera?
63,64,-0.4000000059604645,-1.2000000476837158,1.2649111111889608,6703.611190992508,0.9982502187226596,-6.0,4.0,7.211102550927978,camera?
64,65,0.0,0.0,0.0,8273.242109354711,0.9982691475551709,0.0,0.0,0.0,camera?
65,66,0.4000000059604645,-0.800000011920929,0.8944272043279197,6536.645240488427,0.9991197183098591,-10.0,4.0,10.770329614269007,tissue?
66,67,0.0,0.0,0.0,8303.475356740695,0.9986870897155361,0.0,0.0,0.0,camera?
67,68,-1.2000000476837158,0.4000000059604645,1.2649111111889608,6834.163518675859,0.9991130820399113,-6.0,2.0,6.324555320336759,camera?
68,69,0.0,0.0,0.0,8326.977302719157,0.9982486865148862,0.0,0.0,0.0,camera?
69,70,-0.800000011920929,0.4000000059604645,0.8944272043279197,6853.148400552844,1.0,-8.0,4.0,8.94427190999916,tissue?
70,71,0.0,0.0,0.0,8331.508326827741,0.9982440737489026,0.0,0.0,0.0,camera?
71,72,0.0,0.800000011920929,0.800000011920929,6583.078231344361,1.0,-4.0,4.0,5.656854249492381,camera?
72,73,0.0,0.0,0.0,8368.967379551674,0.998683633172444,0.0,0.0,0.0,camera?
73,74,-0.4000000059604645,1.2000000476837158,1.2649111111889608,6559.877056774769,0.9960212201591512,-8.0,4.0,8.94427190999916,tissue?
74,75,0.0,0.0,0.0,8265.602881822959,0.9943032427695004,0.0,0.0,0.0,camera?
75,76,-1.600000023841858,0.0,1.600000023841858,6529.054066248801,0.9973262032085561,-4.0,8.0,8.94427190999916,tissue?
76,77,0.0,0.0,0.0,8256.165635450878,0.9982355535950596,0.0,0.0,0.0,camera?
77,78,0.4000000059604645,0.0,0.4000000059604645,6760.260276054466,0.9959713518352731,-8.0,10.0,12.806248474865697,tissue?
78,79,0.0,0.0,0.0,8186.890191031024,0.9973392461197339,0.0,0.0,0.0,camera?
79,80,-0.800000011920929,0.4000000059604645,0.8944272043279197,6956.947822141546,0.9981998199819982,-4.0,8.0,8.94427190999916,tissue?
80,81,0.0,0.0,0.0,8153.033975153054,0.9959875167186804,0.0,0.0,0.0,camera?
81,82,1.600000023841858,1.600000023841858,2.262741733514431,6541.937557023913,0.9941123188405797,-6.0,8.0,10.0,tissue?
82,83,0.0,0.0,0.0,8161.788713266229,0.9968902709906708,0.0,0.0,0.0,camera?
83,84,0.4000000059604645,2.0,2.0396078066060572,6129.192034844397,0.9936794582392776,-6.0,8.0,10.0,tissue?
84,85,0.0,0.0,0.0,8069.724096894515,0.9937135159407274,0.0,0.0,0.0,camera?
85,86,0.4000000059604645,0.4000000059604645,0.5656854333786078,6047.83457115024,0.9958753437213566,-8.0,8.0,11.313708498984761,tissue?
86,87,0.0,0.0,0.0,7977.388231746027,0.9895168641750228,0.0,0.0,0.0,camera?
87,88,0.4000000059604645,1.2000000476837158,1.2649111111889608,6057.603734150988,0.9953445065176909,-8.0,8.0,11.313708498984761,tissue?
88,89,0.0,0.0,0.0,8015.244163467511,0.9967652495378928,0.0,0.0,0.0,camera?
89,90,2.0,0.800000011920929,2.1540659272811236,5968.717031322561,0.9929775280898876,-8.0,8.0,11.313708498984761,tissue?
90,91,0.0,0.0,0.0,7921.778272585014,0.9948550046772685,0.0,0.0,0.0,camera?
91,92,0.4000000059604645,1.2000000476837158,1.2649111111889608,5202.1629155573355,0.9507109004739337,120.0,-82.0,145.3409783921933,tissue?
92,93,0.0,0.0,0.0,8288.1823700978,0.9960732984293194,0.0,0.0,0.0,camera?
93,94,0.0,1.600000023841858,1.600000023841858,6168.008673794161,0.99867197875166,-10.0,6.0,11.661903789690601,tissue?
94,95,0.0,0.0,0.0,8248.05910502586,0.9973935708079931,0.0,0.0,0.0,camera?
95,96,-0.800000011920929,0.4000000059604645,0.8944272043279197,7006.220878619229,0.9942426926483614,-6.0,6.0,8.48528137423857,tissue?
96,97,0.0,0.0,0.0,8338.776828768114,0.9964958388085852,0.0,0.0,0.0,camera?
97,98,0.800000011920929,1.2000000476837158,1.4422205564733872,6642.117659301136,0.9955673758865248,-8.0,6.0,10.0,tissue?
98,99,0.0,0.0,0.0,8200.124816123227,0.9942375886524822,0.0,0.0,0.0,camera?
